-29,7
-29,2
-29,0
-28,5
-27,8
-27,5
-27,3
-27,3
-26,7
-26,1
-26,1
-25,9
-25,8
-25,4
-25,0
-24,9
-24,8
-24,4
-24,0
-23,5
-23,5
-22,7
-22,5
-22,3
-22,1
-21,9
-21,8
-21,6
-21,3
-21,1
-21,1
-20,3
-19,7
-19,6
-19,4
-19,2
-19,0
-18,8
-17,9
-17,6
-16,9
-16,4
-15,5
-15,0
-14,8
-14,7
-14,3
-14,3
-13,3
-13,2
-13,0
-12,9
-12,9
-12,6
-12,2
-12,2
-11,9
-11,8
-11,8
-11,3
-11,0
-10,9
-10,7
-10,7
-10,5
-10,0
-9,3
-8,3
-7,4
-7,3
-6,7
-6,3
-6,1
-4,8
-4,5
-4,4
-4,2
-4,0
-3,6
-2,8
-2,3
-2,1
-2,0
-1,2
-0,6
-0,4
0,1
0,1
0,4
0,4
1,6
2,1
2,2
2,2
2,3
2,4
2,6
2,7
3,6
3,7
4,3
4,7
4,8
5,0
5,2
5,4
5,7
5,8
5,9
6,0
6,6
6,7
6,7
6,7
6,7
6,8
7,2
7,4
8,2
8,3
8,3
8,5
8,8
9,3
9,4
9,5
9,7
9,9
10,0
10,0
10,4
11,4
11,8
11,9
12,5
12,7
13,2
13,9
14,6
15,3
16,8
